chr1	15850514	15851987	peak73	343.090
chr1	16160853	16161866	peak74	789.490
chr1	16161957	16162761	peak75	766.100
chr1	16175839	16176385	peak76	108.720
chr1	16301875	16302748	peak77	294.610
chr1	16472643	16473248	peak78	466.650
chr1	16563327	16563835	peak79	198.360
chr1	16693190	16694391	peak80	1630.570
chr1	16939631	16940676	peak81	100.220
chr1	17026578	17027629	peak82	1301.450
chr1	17222605	17222843	peak83	203.660
chr1	17240442	17240973	peak84	139.800
chr1	17287569	17287891	peak85	104.730
chr1	17560116	17560742	peak86	145.570
chr1	19577767	19578517	peak87	206.070
chr1	19638493	19639126	peak88	411.830
chr1	21037051	21037424	peak89	142.800
chr1	21112778	21113507	peak90	133.210
chr1	21616633	21617105	peak91	160.100
chr1	21650661	21651447	peak92	223.750
chr1	21901241	21901781	peak93	110.090
chr1	22778172	22778650	peak94	213.810
chr1	23115720	23116425	peak95	265.480
chr1	23345564	23346121	peak96	160.810
chr1	23694613	23695594	peak97	248.780
chr1	23703368	23704214	peak98	1341.940
chr1	23945782	23946502	peak99	345.150
chr1	24117324	24117867	peak100	113.900
chr1	24151634	24152140	peak101	609.210
chr1	24285958	24286402	peak102	128.380
chr1	24306307	24307133	peak103	163.240
chr1	24739632	24740207	peak104	146.110
chr1	24969076	24969928	peak105	266.400
chr1	25563689	25564160	peak106	243.840
chr1	25942655	25943285	peak107	379.230
chr1	26185540	26186383	peak108	349.180
chr1	26201909	26202413	peak109	155.210
chr1	26218893	26219427	peak110	219.100
chr1	26232016	26233235	peak111	109.330
chr1	26438055	26438598	peak112	115.680
chr1	26611140	26611695	peak113	209.050
chr1	26683586	26684035	peak114	145.270
chr1	26799153	26799906	peak115	559.910
chr1	26946445	26947665	peak116	222.910
chr1	27175759	27176333	peak117	104.830
chr1	27286628	27287148	peak118	137.100
chr1	27648340	27649109	peak119	340.360
chr1	27692544	27693687	peak120	517.350
chr1	27853720	27855220	peak121	171.230
chr1	27901472	27902018	peak122	107.070
chr1	27928527	27928993	peak123	198.690
chr1	28240816	28241656	peak124	197.220
chr1	28559312	28559744	peak125	108.360
chr1	28974960	28975898	peak126	239.340
chr1	29062662	29063695	peak127	630.240
chr1	29681034	29681464	peak128	124.700
chr1	32013938	32014865	peak129	342.960
chr1	32039485	32040086	peak130	220.170
chr1	32110203	32110986	peak131	138.520
chr1	32202216	32202759	peak132	779.650
chr1	32281359	32281925	peak133	287.420
chr1	32403888	32404593	peak134	987.610
chr1	32478989	32479779	peak135	145.160
chr1	32645000	32645838	peak136	673.280
chr1	32670628	32671674	peak137	636.380
chr1	32859712	32860274	peak138	155.140
chr1	33207253	33207796	peak139	107.830
chr1	33225618	33226198	peak140	317.790
chr1	33366752	33367177	peak141	138.350
chr1	33429353	33429839	peak142	227.970
chr1	35246698	35247297	peak143	225.960
chr1	35331727	35332220	peak144	132.950
chr1	35395152	35395593	peak145	506.330
chr1	35657432	35658044	peak146	870.020
chr1	36022780	36023699	peak147	1435.290
chr1	36184286	36184886	peak148	137.650
chr1	36348560	36349178	peak149	288.230
chr1	36396618	36397185	peak150	212.720
chr1	36689482	36690310	peak151	102.440
chr1	36771615	36772026	peak152	106.530
chr1	37979237	37980570	peak153	265.480
chr1	38022214	38022837	peak154	875.390
chr1	38259317	38260004	peak155	313.260
chr1	38470956	38471396	peak156	108.180
chr1	38512482	38513033	peak157	192.370
chr1	39325211	39325818	peak158	304.470
chr1	40098610	40099149	peak159	162.510
chr1	40105379	40105757	peak160	193.260
chr1	40254747	40255198	peak161	112.890
chr1	40348950	40349438	peak162	120.970
chr1	40626688	40627403	peak163	1164.190
chr1	40782182	40782740	peak164	317.780
chr1	40915411	40916080	peak165	506.080
chr1	40942588	40943037	peak166	133.620
chr1	41157096	41157887	peak167	195.000
chr1	41707498	41707830	peak168	112.990
chr1	41827141	41827644	peak169	104.570
chr1	41961855	41962283	peak170	135.340
chr1	41965963	41966551	peak171	682.690
chr1	42248800	42249221	peak172	105.000
chr1	42800786	42801254	peak173	205.190
chr1	42921636	42922416	peak174	182.020
chr1	43123654	43124440	peak175	136.980
chr1	43148484	43149084	peak176	466.030
chr1	43423528	43424754	peak177	390.370
chr1	43533807	43534428	peak178	102.240
chr1	43613309	43613741	peak179	143.450
chr1	43855120	43855844	peak180	297.480
chr1	44015578	44016355	peak181	170.290
chr1	44172765	44173575	peak182	125.280
chr1	44537879	44538165	peak183	107.280
chr1	44793530	44794194	peak184	338.570
chr1	45097337	45098102	peak185	247.930
chr1	45187105	45187686	peak186	117.750
chr1	45196053	45197141	peak187	121.150
chr1	45769025	45769438	peak188	115.250
chr1	45805548	45806121	peak189	101.930
chr1	46016034	46016844	peak190	121.860
chr1	46668673	46669255	peak191	272.940
chr1	46768746	46769527	peak192	700.960
chr1	46954446	46955778	peak193	1041.340
chr1	46985776	46986835	peak194	191.640
chr1	46987846	46988810	peak195	1089.310
chr1	47081711	47082338	peak196	144.940
chr1	47133822	47134261	peak197	173.060
chr1	47222899	47223689	peak198	216.140
chr1	47973786	47974215	peak199	130.800
chr1	51425588	51426328	peak200	1123.660
chr1	51433995	51434610	peak201	183.840
chr1	51721036	51721422	peak202	101.680
chr1	52521746	52522686	peak203	550.960
chr1	53018837	53019417	peak204	294.220
chr1	53685688	53686383	peak205	124.040
chr1	54587062	54587544	peak206	110.620
chr1	54872031	54872422	peak207	128.590
chr1	54965693	54966065	peak208	117.400
chr1	55351896	55352936	peak209	637.900
chr1	59012041	59012682	peak210	134.670
chr1	59249605	59251025	peak211	116.180
chr1	59279804	59281317	peak212	409.740
chr1	59314495	59314916	peak213	115.620
chr1	60280009	60281270	peak214	349.650
chr1	61649668	61650203	peak215	170.940
chr1	61912337	61912853	peak216	430.610
chr1	64417082	64417531	peak217	339.800
chr1	65422558	65423074	peak218	166.820
chr1	65468165	65469174	peak219	540.970
chr1	65532322	65533079	peak220	153.180
chr1	65613339	65613975	peak221	240.160
chr1	67395496	67396542	peak222	238.560
chr1	67895988	67896656	peak223	165.600
chr1	68219681	68220158	peak224	128.180
chr1	74663549	74664170	peak225	311.490
chr1	75198490	75199136	peak226	117.040
chr1	76190090	76190672	peak227	485.910
chr1	78148766	78149262	peak228	141.770
chr1	78245038	78245673	peak229	646.100
chr1	82155096	82155593	peak230	162.460
chr1	82268659	82269107	peak231	137.210
chr1	84971257	84972096	peak232	438.050
chr1	84972098	84972581	peak233	112.070
chr1	85155843	85156515	peak234	351.140
chr1	85514031	85514514	peak235	598.050
chr1	85666334	85667806	peak236	1152.540
chr1	85926164	85926667	peak237	571.390
chr1	85930120	85930906	peak238	553.220
chr1	86041999	86043030	peak239	581.440
chr1	86861446	86862004	peak240	132.610
chr1	89357002	89357589	peak241	507.000
chr1	89989943	89991131	peak242	206.220
chr1	90287093	90287591	peak243	106.990
chr1	90460214	90460849	peak244	139.710
chr1	91487470	91487986	peak245	219.120
chr1	92068837	92069496	peak246	513.920
chr1	92197270	92197656	peak247	108.120
chr1	92351008	92351403	peak248	135.910
chr1	92951066	92951784	peak249	491.980
chr1	93427030	93427564	peak250	146.430
chr1	93811074	93811675	peak251	167.070
chr1	94311722	94312485	peak252	756.740
chr1	94312907	94313907	peak253	231.410
chr1	94375019	94375537	peak254	252.800
chr1	94559529	94560159	peak255	323.550
chr1	94883395	94884120	peak256	455.790
chr1	95018711	95019232	peak257	240.160
chr1	95285925	95286395	peak258	263.060
chr1	95392485	95393075	peak259	386.980
chr1	95582215	95582999	peak260	468.040
chr1	95699363	95699889	peak261	268.500
chr1	97186832	97187305	peak262	170.500
chr1	99470502	99470877	peak263	323.640
chr1	100598254	100598946	peak264	395.590
chr1	101361159	101361756	peak265	137.050
chr1	109234645	109235224	peak266	125.630
chr1	109642432	109643075	peak267	109.500
chr1	110007532	110007838	peak268	102.170
chr1	110036402	110037053	peak269	258.320
chr1	110527169	110527879	peak270	152.540
chr1	110576790	110577464	peak271	802.580
chr1	111097995	111098387	peak272	228.300
chr1	111161871	111162464	peak273	851.130
chr1	111506677	111507162	peak274	314.530
chr1	112135343	112135922	peak275	527.660
chr1	112297514	112298483	peak276	422.530
chr1	113217355	113218122	peak277	229.930
chr1	113243082	113243798	peak278	559.400
chr1	113257127	113258312	peak279	375.420
chr1	114354557	114355383	peak280	387.810
chr1	114471876	114472436	peak281	145.350
chr1	115053622	115054139	peak282	108.660
chr1	115212323	115212893	peak283	270.700
chr1	115300022	115300980	peak284	169.980
chr1	116694658	116695260	peak285	426.350
chr1	116915169	116916099	peak286	548.880
chr1	117113347	117113877	peak287	157.720
chr1	117663778	117664316	peak288	153.030
chr1	117909202	117910279	peak289	651.600
chr1	118147892	118149033	peak290	439.130
chr1	119385074	119385547	peak291	150.040
chr1	144931783	144933217	peak292	840.790
chr1	145507187	145507979	peak293	109.500
chr1	146713997	146714556	peak294	472.230
chr1	149223385	149224279	peak295	116.700
chr1	149982324	149983005	peak296	108.860
chr1	150039387	150040065	peak297	162.170
chr1	150121998	150122390	peak298	167.680
chr1	151008850	151009259	peak299	135.270
chr1	151167689	151168252	peak300	434.970
chr1	151371722	151372276	peak301	152.540
chr1	151467160	151467789	peak302	112.840
chr1	151682591	151683112	peak303	211.440
chr1	151689406	151690085	peak304	132.390
chr1	151762587	151763249	peak305	331.830
chr1	151801408	151801774	peak306	191.220
chr1	153599234	153600070	peak307	370.080
chr1	153606233	153607178	peak308	546.070
chr1	153630863	153631433	peak309	363.820
chr1	153894614	153895338	peak310	152.090
chr1	153895387	153895934	peak311	266.350
chr1	153962799	153963629	peak312	552.300
chr1	154244691	154245358	peak313	422.950
chr1	154300804	154301432	peak314	629.260
chr1	154474175	154474487	peak315	103.360
chr1	154531073	154531707	peak316	147.930
chr1	154599889	154600796	peak317	1404.690
chr1	154974435	154974927	peak318	108.660
chr1	154989748	154990384	peak319	143.250
chr1	155050883	155051463	peak320	418.920
chr1	155101988	155102609	peak321	231.280
chr1	155108007	155108587	peak322	174.830
chr1	155188761	155189058	peak323	153.250
chr1	155189290	155189764	peak324	123.840
chr1	155196961	155197545	peak325	201.660
chr1	155210937	155211271	peak326	102.910
chr1	155247913	155248514	peak327	863.240
chr1	155579710	155580040	peak328	322.320
chr1	155658015	155658987	peak329	115.990
chr1	155715253	155715620	peak330	369.950
chr1	155903825	155904662	peak331	221.530
chr1	156023563	156024072	peak332	110.130
chr1	156075974	156076561	peak333	226.090
chr1	156186182	156186717	peak334	464.250
chr1	156252396	156253004	peak335	100.060
chr1	156470396	156471018	peak336	119.170
chr1	156675686	156676600	peak337	335.290
chr1	157015444	157016009	peak338	243.600
chr1	157108018	157108652	peak339	169.630
chr1	159750369	159751495	peak340	1013.470
chr1	159861287	159861803	peak341	338.870
chr1	159894151	159895198	peak342	365.830
chr1	159915219	159916124	peak343	125.850
chr1	160001472	160002053	peak344	135.800
chr1	160072399	160073019	peak345	337.250
chr1	160231907	160232585	peak346	477.600
chr1	161008249	161009054	peak347	404.260
chr1	161015406	161016360	peak348	821.200
chr1	161087516	161088170	peak349	329.020
chr1	161102090	161103093	peak350	737.440
chr1	161123450	161124170	peak351	211.860
chr1	161146965	161147579	peak352	103.030
chr1	161171761	161172438	peak353	407.160
chr1	161195553	161196148	peak354	310.730
chr1	161359932	161360318	peak355	175.960
chr1	162039164	162039596	peak356	238.050
chr1	162530628	162531550	peak357	168.410
chr1	165567151	165567742	peak358	975.880
chr1	165599684	165600310	peak359	452.390
chr1	167522281	167522809	peak360	298.200
chr1	167904961	167906110	peak361	311.000
chr1	167906542	167907004	peak362	256.630
chr1	169074744	169075540	peak363	202.910
chr1	169560112	169560470	peak364	141.450
chr1	169862865	169863524	peak365	777.750
chr1	173793213	173794024	peak366	619.120
chr1	173836716	173838098	peak367	227.210
chr1	174968515	174969770	peak368	120.440
chr1	178511618	178512486	peak369	115.610
chr1	178695250	178695812	peak370	225.540
chr1	178994693	178995513	peak371	256.210
chr1	179555510	179556024	peak372	436.360
chr1	179851294	179852440	peak373	314.610
chr1	179923513	179924165	peak374	397.700
chr1	180198594	180199308	peak375	157.620
chr1	181074388	181075256	peak376	530.450
chr1	181149109	181149552	peak377	222.420
chr1	182360672	182361107	peak378	116.370
chr1	182992127	182992870	peak379	182.350
chr1	183133319	183134009	peak380	204.670
chr1	183439121	183439682	peak381	267.730
chr1	183604143	183604673	peak382	141.790
chr1	183604675	183605376	peak383	176.660
chr1	188702092	188702515	peak384	157.800
chr1	189219800	189220184	peak385	196.960
chr1	193074136	193074952	peak386	139.460
chr1	193090686	193091574	peak387	142.090
chr1	197744049	197744806	peak388	340.320
chr1	197924671	197925081	peak389	121.810
chr1	198203658	198204150	peak390	140.420
chr1	200638390	200639519	peak391	1162.130
chr1	201368378	201369077	peak392	305.180
chr1	201420101	201420615	peak393	233.420
chr1	201924220	201924869	peak394	169.900
chr1	201977229	201977859	peak395	365.630
chr1	202053752	202054392	peak396	172.000
chr1	202076406	202077036	peak397	102.360
chr1	202129557	202130017	peak398	128.950
chr1	202558117	202558752	peak399	216.260
chr1	202612068	202612387	peak400	127.890
chr1	202779755	202780356	peak401	111.640
chr1	203086815	203087368	peak402	274.770
chr1	203456555	203457161	peak403	189.540
chr1	203483398	203483917	peak404	163.860
chr1	203491341	203491875	peak405	113.770
chr1	204182893	204183393	peak406	192.370
chr1	204448658	204449438	peak407	159.450
chr1	204485324	204485824	peak408	152.060
chr1	204732848	204733321	peak409	160.790
chr1	205091061	205091570	peak410	110.610
chr1	205180461	205181120	peak411	428.520
chr1	205196595	205197188	peak412	341.390
chr1	205269891	205271149	peak413	559.600
chr1	205325838	205326417	peak414	481.020
chr1	205413578	205414422	peak415	134.630
chr1	205600249	205601307	peak416	440.240
chr1	205718137	205719157	peak417	1170.560
chr1	206197309	206197884	peak418	242.000
chr1	206808580	206809098	peak419	256.700
chr1	206859177	206859759	peak420	212.000
chr1	210406289	210406613	peak421	119.140
chr1	210406716	210407190	peak422	261.010
chr1	212458377	212459390	peak423	635.430
chr1	212732084	212732646	peak424	157.320
chr1	213031181	213031890	peak425	162.590
chr1	213188866	213189370	peak426	117.910
chr1	213224367	213224914	peak427	112.690
chr1	218458401	218458953	peak428	107.140
chr1	222885717	222886329	peak429	594.460
chr1	224370402	224371192	peak430	216.720
chr1	225117187	225117884	peak431	554.620
chr1	225920457	225920869	peak432	274.650
chr1	225965163	225965594	peak433	119.290
chr1	226250154	226250633	peak434	109.400
chr1	226296668	226297113	peak435	305.640
chr1	226297551	226298689	peak436	954.900
chr1	226310102	226310730	peak437	366.440
chr1	226320560	226321179	peak438	735.580
chr1	226496318	226497095	peak439	206.980
chr1	226595574	226596053	peak440	134.050
chr1	226890805	226891560	peak441	1306.280
chr1	227058272	227058969	peak442	503.370
chr1	227505951	227506612	peak443	191.080
chr1	227982002	227982606	peak444	448.970
chr1	228247001	228247921	peak445	410.960
chr1	228296745	228297434	peak446	559.500
chr1	228318628	228319092	peak447	108.030
chr1	228327352	228328272	peak448	325.800
chr1	228559009	228559464	peak449	130.380
chr1	228674133	228675072	peak450	206.740
chr1	229365800	229366468	peak451	234.090
chr1	229643865	229644427	peak452	213.090
chr1	230202173	230202981	peak453	526.260
chr1	230266412	230266855	peak454	131.860
chr1	230560991	230561496	peak455	247.770
chr1	231113743	231114402	peak456	166.720
chr1	231376562	231377154	peak457	183.320
chr1	232673878	232674787	peak458	155.720
chr1	234508930	234509709	peak459	393.150
chr1	234569241	234569646	peak460	228.360
chr1	234746375	234747045	peak461	275.260
chr1	234859590	234860348	peak462	371.380
chr1	235491381	235492441	peak463	857.130
chr1	235667363	235668287	peak464	470.290
chr1	236305589	236306332	peak465	352.150
chr1	236686985	236687551	peak466	289.020
chr1	236849313	236849753	peak467	120.790
chr1	238811211	238811669	peak468	417.950
chr1	239766946	239767236	peak469	133.930
chr1	240021290	240021684	peak470	149.950
chr1	241682209	241682663	peak471	103.040
chr1	243419090	243419585	peak472	104.330
chr1	244517012	244517472	peak473	197.390
chr1	244997853	244999151	peak474	386.190
chr1	245081970	245082556	peak475	306.480
chr1	245133963	245134641	peak476	153.720
chr1	245627492	245628135	peak477	226.690
chr1	245768948	245769367	peak478	106.450
chr1	246887246	246887846	peak479	229.960
chr1	249119926	249121096	peak480	1941.240
chr1	249166961	249167392	peak481	157.960
chr10	830520	830931	peak482	163.280
chr10	3205961	3206606	peak483	811.040
chr10	3827236	3827620	peak484	145.690
chr10	5855539	5855999	peak485	107.790
chr10	6019020	6019504	peak486	126.080
chr10	7860106	7860628	peak487	104.370
chr10	11940298	11940909	peak488	130.910
chr10	13035615	13035973	peak489	121.860
chr10	13043619	13044001	peak490	208.670
chr10	13141511	13142015	peak491	159.230
chr10	14879694	14880246	peak492	112.300
chr10	14921383	14921778	peak493	119.730
chr10	15130449	15131117	peak494	122.730
chr10	15138823	15139660	peak495	249.580
chr10	17659054	17659577	peak496	146.900
chr10	21581498	21582253	peak497	1079.140
chr10	21785292	21786309	peak498	102.390
chr10	21815254	21815837	peak499	175.690
chr10	21822633	21823146	peak500	254.550
chr10	22610080	22610614	peak501	556.980
chr10	23632797	23633222	peak502	114.270
chr10	23727452	23727871	peak503	158.180
chr10	24497549	24498013	peak504	198.160
chr10	25305270	25306110	peak505	338.340
chr10	25463197	25463764	peak506	198.070
chr10	26986615	26987121	peak507	119.770
chr10	27149767	27150246	peak508	113.210
chr10	27388909	27389463	peak509	147.500
chr10	27443081	27443596	peak510	127.640
chr10	27443874	27444517	peak511	443.060
chr10	27541306	27541817	peak512	169.630
chr10	29872602	29873061	peak513	391.990
chr10	32217142	32218121	peak514	420.960
chr10	32344777	32345404	peak515	185.280
chr10	32635052	32636638	peak516	692.670
chr10	35415737	35416448	peak517	184.450
chr10	35625212	35626361	peak518	316.770
chr10	35737574	35738177	peak519	101.900
chr10	38299229	38300266	peak520	683.850
chr10	43133610	43134289	peak521	281.420
chr10	43600903	43601423	peak522	106.910
chr10	43697932	43698402	peak523	159.710
chr10	43903032	43903543	peak524	660.420
chr10	43904505	43905008	peak525	100.310
chr10	45869281	45869789	peak526	155.580
chr10	46090143	46090677	peak527	103.280
chr10	46167955	46168663	peak528	612.440
chr10	49514350	49515278	peak529	461.270
chr10	50245317	50245848	peak530	725.140
chr10	50887405	50887940	peak531	436.760
chr10	50970137	50970732	peak532	621.180
chr10	51572071	51572787	peak533	492.920
chr10	52383039	52383665	peak534	185.610
chr10	61469428	61469863	peak535	102.880
chr10	61666012	61666501	peak536	122.540
chr10	65024875	65025293	peak537	103.900
chr10	65225562	65226124	peak538	245.970
chr10	65389174	65390582	peak539	493.280
chr10	69361897	69362480	peak540	176.490
chr10	69643987	69644701	peak541	1946.620
chr10	70091506	70092112	peak542	254.260
chr10	70660261	70661272	peak543	392.700
chr10	70883626	70884554	peak544	246.710
chr10	71930065	71930531	peak545	104.330
chr10	72142033	72142827	peak546	213.050
chr10	72237417	72237972	peak547	146.110
chr10	72238225	72238931	peak548	295.550
chr10	73004309	73004848	peak549	184.270
chr10	73019851	73020940	peak550	164.540
chr10	73136946	73137587	peak551	425.480
chr10	73472998	73473395	peak552	254.290
chr10	74032941	74033590	peak553	125.150
chr10	74079512	74080074	peak554	133.620
chr10	74085063	74085548	peak555	302.530
chr10	74091248	74092356	peak556	521.700
chr10	74114338	74114991	peak557	108.370
chr10	74385466	74386127	peak558	525.020
chr10	74544185	74544786	peak559	358.150
chr10	75173266	75174129	peak560	161.370
chr10	75254697	75256146	peak561	1243.310
chr10	75388070	75388640	peak562	290.110
chr10	75531842	75532655	peak563	298.860
chr10	75935967	75936770	peak564	164.280
chr10	76585085	76586764	peak565	142.770
chr10	76871023	76871742	peak566	243.950
chr10	76969543	76970915	peak567	211.310
chr10	77159569	77160128	peak568	144.610
chr10	79598446	79599123	peak569	104.530
chr10	79793260	79793965	peak570	151.270
chr10	80062305	80063562	peak571	254.780
chr10	80166791	80167451	peak572	428.070
chr10	80674578	80675404	peak573	500.680
chr10	80826924	80828142	peak574	1452.380
chr10	80828308	80828867	peak575	132.330
chr10	80909643	80910452	peak576	219.490
chr10	81002314	81002887	peak577	332.420
chr10	81205281	81205846	peak578	115.530
chr10	81206238	81206934	peak579	103.080
chr10	81818590	81819017	peak580	248.740
chr10	81963873	81964470	peak581	155.750
chr10	85898581	85899438	peak582	456.250
chr10	88295191	88295760	peak583	368.010
chr10	88470794	88471479	peak584	104.860
chr10	88606217	88606729	peak585	179.930
chr10	88768087	88768394	peak586	164.770
chr10	89264110	89264798	peak587	359.340
chr10	89621665	89622492	peak588	115.820
chr10	89622660	89623622	peak589	131.040
chr10	93168789	93170341	peak590	440.670
chr10	93440908	93441937	peak591	411.770
chr10	93557897	93558556	peak592	114.190
chr10	94050124	94051379	peak593	560.390
chr10	94449598	94450298	peak594	123.610
chr10	94607751	94609306	peak595	1590.850
chr10	97501452	97502092	peak596	314.160
chr10	98400655	98401163	peak597	242.000
chr10	98480321	98481000	peak598	173.740
chr10	98591568	98592345	peak599	309.890
chr10	99078460	99079148	peak600	311.220
chr10	99094247	99095058	peak601	143.580
chr10	99205446	99206183	peak602	314.590
chr10	99392898	99393637	peak603	256.500
chr10	99400028	99400580	peak604	115.300
chr10	99446822	99447607	peak605	1070.400
chr10	99496569	99497627	peak606	297.210
chr10	99609740	99610187	peak607	188.100
chr10	100028869	100029824	peak608	115.020
chr10	101190115	101191070	peak609	824.430
chr10	101294865	101295342	peak610	149.070
chr10	101380753	101381424	peak611	312.890
chr10	101945307	101946251	peak612	298.420
chr10	102132791	102134045	peak613	131.030
chr10	102490514	102491008	peak614	117.380
chr10	102672145	102673352	peak615	1078.970
chr10	102758854	102759788	peak616	137.770
chr10	103454748	103455290	peak617	185.390
chr10	103542550	103543417	peak618	222.450
chr10	103589502	103591057	peak619	179.260
chr10	103599406	103599991	peak620	702.920
chr10	103764118	103764562	peak621	138.640
chr10	103911474	103912420	peak622	149.180
chr10	103929178	103929690	peak623	180.030
chr10	104168390	104168904	peak624	268.360
chr10	104168940	104169474	peak625	555.340
chr10	104192168	104192661	peak626	132.320
chr10	104220726	104221374	peak627	184.320
chr10	104473654	104474889	peak628	607.690
chr10	104677772	104678593	peak629	385.060
chr10	104952730	104953438	peak630	287.560
chr10	105127479	105128128	peak631	198.350
chr10	105155843	105156686	peak632	1022.360
chr10	105252955	105254400	peak633	728.600
chr10	105521160	105521675	peak634	177.250
chr10	105531898	105532448	peak635	202.340
chr10	106014370	106015075	peak636	288.350
chr10	111766957	111767692	peak637	814.420
chr10	112219814	112220731	peak638	518.560
chr10	112231279	112231760	peak639	230.500
chr10	112257127	112257764	peak640	434.560
chr10	112326811	112328015	peak641	425.420
chr10	112403713	112404250	peak642	137.910
chr10	112543193	112543672	peak643	101.230
chr10	112678198	112679594	peak644	169.150
chr10	115438776	115439308	peak645	193.920
chr10	115718368	115718862	peak646	147.940
chr10	115933431	115934910	peak647	279.150
chr10	116163935	116164850	peak648	218.180
chr10	118542722	118543241	peak649	179.930
chr10	118764066	118765181	peak650	278.640
chr10	119134568	119135375	peak651	139.210
chr10	119312896	119313498	peak652	127.050
chr10	120101569	120102068	peak653	100.990
chr10	120514257	120515021	peak654	358.660
chr10	120788695	120789319	peak655	219.780
chr10	120789818	120790559	peak656	193.380
chr10	120839285	120840527	peak657	155.550
chr10	121137335	121137894	peak658	143.590
chr10	121302077	121302741	peak659	354.860
chr10	121355045	121355838	peak660	234.190
chr10	121632007	121632872	peak661	268.020
chr10	121651694	121652444	peak662	329.430
chr10	122216298	122216891	peak663	202.990
chr10	123219168	123219735	peak664	167.550
chr10	123357819	123358273	peak665	338.690
chr10	123687147	123688271	peak666	226.080
chr10	123941709	123942374	peak667	103.290
chr10	125418843	125419277	peak668	436.240
chr10	126077806	126078315	peak669	161.310
chr10	126359816	126360638	peak670	260.220
chr10	126605022	126605874	peak671	142.530
chr10	126748957	126749587	peak672	172.810
chr10	126848441	126848902	peak673	106.140
chr10	129254324	129254880	peak674	270.380
chr10	129705094	129705538	peak675	204.720
chr10	129924510	129925159	peak676	488.690
chr10	131934401	131934931	peak677	199.860
chr10	133795412	133795915	peak678	155.620
chr10	134145179	134146191	peak679	1470.490
chr10	134201380	134201754	peak680	206.800
chr10	134258288	134259272	peak681	228.650
chr10	134330400	134331389	peak682	869.360
chr10	134350583	134351140	peak683	119.030
chr10	134420217	134420778	peak684	184.420
chr10	134523723	134524265	peak685	164.490
chr10	134731979	134732359	peak686	196.000
chr10	135074877	135075970	peak687	260.520
chr10	135149106	135149580	peak688	118.740
chr10	135171128	135171541	peak689	255.550
chr11	236106	237187	peak690	420.770
chr11	288871	289210	peak691	201.230
chr11	406905	407307	peak692	100.780
chr11	416965	417699	peak693	253.960
chr11	492586	493264	peak694	727.730
chr11	506089	506931	peak695	185.970
chr11	506936	507467	peak696	309.440
chr11	536996	537735	peak697	876.160
chr11	554751	555234	peak698	109.930
chr11	560558	561233	peak699	180.340
chr11	695621	696387	peak700	119.100
